     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
    661504,        60,         0,    63.0,chromobius,85bcdce8107bc60244ab91e109bb67b88bcc5da5e8029ab70fee3815d05ba2fc,"{""d"":9,""p"":0.0003039195382313198,""r"":36}",
    611328,        82,         0,    62.9,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
    507904,       119,         0,    63.0,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
    931840,       226,         0,   119.9,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
    142336,        37,         0,    17.6,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
      1024,         0,         0,   0.135,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
   1156096,        23,         0,    71.9,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
       273,         0,         0,   0.019,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
       273,         0,         0,   0.024,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
      1024,         0,         0,   0.061,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
      1024,         0,         0,   0.072,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
      1024,         0,         0,   0.060,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
      1024,         1,         0,   0.072,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
      1024,         0,         0,   0.060,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
      1024,         0,         0,   0.068,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
      1024,         0,         0,   0.057,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
